match_id,tournament_event_id,match_num,date,surface,indoor,round,best_of,winner_id,winner_country_id,winner_seed,winner_entry,winner_rank,winner_rank_points,winner_elo_rating,winner_next_elo_rating,winner_age,winner_height,loser_id,loser_country_id,loser_seed,loser_entry,loser_rank,loser_rank_points,loser_elo_rating,loser_next_elo_rating,loser_age,loser_height,score,outcome,w_sets,l_sets,w_games,l_games,w_tbs,l_tbs,has_stats,match_id,set,minutes,w_ace,w_df,w_sv_pt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_sv,w_bp_fc,l_ace,l_df,l_sv_pt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_sv,l_bp_fc
170851,4098,275,5/02/2018,H,t,R32,3,4311,ITA,0,0,77,686,0,0,33.95756,190,4022,RUS,0,0,92,604,0,0,35.6167,183,6-3 6-4,0,2,0,12,7,0,0,t,170851,0,73,4,2,57,30,25,17,10,4,4,6,1,50,34,23,10,9,3,5
170731,4094,5004,2/02/2018,H,f,R16,3,44591,SUI,0,0,606,46,0,0,21.598906,0,22077,KAZ,0,0,707,29,0,0,21.393566,0,6-3 6-1,0,2,0,12,4,0,0,t,170731,0,59,8,1,40,23,19,11,8,0,1,1,1,45,30,13,6,8,1,6
170491,4089,291,1/01/2018,H,f,R16,3,4467,FRA,0,0,89,610,0,0,33.013004,183,5131,ESP,3,0,20,2015,0,0,29.716633,183,6-3 7-6(5),0,2,0,12,9,1,0,t,170491,0,122,4,2,86,49,34,19,11,3,5,0,4,75,43,30,15,10,4,7
170810,4096,290,5/02/2018,H,t,R16,3,4752,FRA,5,0,33,1375,0,0,31.635866,185,5718,FRA,0,0,76,690,0,0,26.888433,188,7-6(3) 5-7 6-3,0,2,1,17,16,1,0,t,170810,0,128,9,0,92,61,48,19,17,2,4,14,2,100,57,43,23,16,3,5
170808,4096,288,5/02/2018,H,t,R16,3,4541,FRA,3,0,19,2050,0,0,32.804928,188,3917,FRA,0,0,105,527,0,0,36.04107,190,7-6(3) 6-7(3) 7-6(4),0,2,1,18,18,2,1,t,170808,0,144,17,5,109,62,52,32,18,3,3,5,4,111,63,52,31,18,4,4
170928,4100,300,12/02/2018,H,t,F,3,4728,RSA,1,0,11,2620,0,0,31.739904,203,5016,USA,2,0,12,2490,0,0,30.351814,198,4-6 6-3 7-6(1),0,2,1,16,15,1,0,t,170928,0,133,16,1,106,75,51,18,16,5,8,9,1,95,63,46,12,15,4,7
170862,4098,288,5/02/2018,H,t,R16,3,4180,LUX,3,0,28,1535,0,0,34.746063,193,4311,ITA,0,0,77,686,0,0,33.95756,190,4-6 7-6(5) 7-6(2),0,2,1,16,18,2,0,t,170862,0,153,23,4,108,66,54,25,17,5,7,14,5,123,66,57,26,17,6,7
170789,4095,10802,3/02/2018,H,f,RR,3,5614,ZIM,0,0,502,67,0,0,27.397673,0,17199,TUR,0,0,260,196,0,0,22.442163,0,6-4 7-5,0,2,0,13,9,0,0,t,170789,0,94,1,4,65,36,27,13,11,0,2,2,1,62,28,18,17,11,0,4
170462,4088,289,1/01/2018,H,f,R16,3,5792,BIH,0,Q,138,399,0,0,26.475018,0,3852,ESP,8,0,36,1295,0,0,36.281998,188,6-4 7-6(2),0,2,0,12,10,1,0,t,170462,0,85,8,1,71,46,33,17,11,3,3,13,4,71,38,31,16,11,4,5
170443,4088,270,1/01/2018,H,f,R32,3,6418,CRO,0,0,48,1001,0,0,21.130732,188,5793,ESP,2,0,10,2615,0,0,26.475018,188,5-7 6-2 7-6(8),0,2,1,17,15,1,0,t,170443,0,161,13,4,115,80,56,15,16,7,11,3,2,110,73,45,19,16,6,11
170960,4102,270,19/02/2018,H,f,R32,3,5216,ARG,2,0,10,2815,0,0,29.407255,198,4868,FRA,0,0,96,580,0,0,31.01985,188,6-2 6-4,0,2,0,12,6,0,0,t,170960,0,67,7,0,50,38,30,5,9,3,4,5,3,47,30,21,6,9,1,5
