,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
50,174737,4193,285,2019-06-17,G,False,R32,3,26577,GRE,1.0,,6,4215,,,20.845995,193.0,6364,GBR,,,30.0,1280.0,,,24.438057,188.0,6-3 7-5,,2,0,13,8,0,0,True,174737,0,83.0,3,2,64,43,35,11,10,2,2,6,2,69,46,30,12,11,6,9
51,165138,3962,298,2016-02-22,H,False,SF,3,6219,AUT,4.0,,15,2020,,,22.469542,185.0,5016,USA,,,43.0,1015.0,,,28.377823,198.0,6-2 6-2,,2,0,12,4,0,0,True,165138,0,57.0,4,2,41,30,25,8,8,0,0,1,1,53,27,16,13,8,2,6
52,173983,4176,227,2019-03-04,H,False,R128,3,5422,IND,,Q,97,601,,,29.305954,,5324,FRA,,,69.0,770.0,,,29.820671,196.0,7-6(5) 6-4,,2,0,12,10,1,0,True,173983,0,89.0,1,4,74,43,31,14,11,5,8,7,6,71,27,21,18,11,2,6
53,176403,4233,275,2020-02-03,C,False,R32,3,5219,HUN,,,108,505,,,31.35113,180.0,32067,ITA,,,52.0,980.0,,,24.733744,191.0,6-2 7-6(3),,2,0,12,8,1,0,True,176403,0,120.0,3,3,81,47,35,21,10,8,8,3,4,76,52,35,10,10,6,8
54,175252,4206,241,2019-08-05,H,False,R64,3,5220,CRO,14.0,,16,2030,,,30.850103,198.0,5602,USA,,Q,92.0,601.0,,,28.958248,190.0,6-3 7-6(7),,2,0,12,9,1,0,True,175252,0,98.0,2,6,63,43,38,10,10,0,0,19,7,79,46,34,13,11,2,4
55,175776,4219,287,2019-10-14,H,True,R16,3,5793,ESP,5.0,,35,1252,,,28.257359,188.0,25952,ITA,,LL,124.0,455.0,,,24.867899,185.0,6-3 7-6(2),,2,0,12,9,1,0,True,175776,0,87.0,4,2,76,50,37,16,11,3,3,5,2,56,36,27,11,10,1,2
56,162528,3900,47,2015-03-25,H,False,R64,3,4868,FRA,31.0,,38,1135,,,28.106775,188.0,3781,AUT,,,79.0,626.0,,,33.83436,183.0,6-4 6-1,,2,0,12,5,0,0,True,162528,0,68.0,5,0,54,34,24,9,9,2,4,2,2,60,33,20,8,8,3,8
57,176492,4237,296,2020-02-10,H,True,QF,3,5351,TPE,,Q,131,400,,,30.655716,,24020,USA,3.0,,40.0,1152.0,,,22.453114,211.0,5-7 6-4 6-4,,2,1,17,15,0,0,True,176492,0,111.0,4,1,86,49,39,24,16,3,4,24,3,94,56,42,22,16,5,7
58,168719,4045,282,2017-05-01,C,False,R32,3,4596,ESP,,,86,630,,,31.693361,183.0,5324,FRA,8.0,,55.0,870.0,,,27.980835,196.0,6-3 6-2,,2,0,12,5,0,0,True,168719,0,52.0,4,2,50,31,25,12,9,0,0,0,1,39,16,12,10,8,0,3
59,168829,4048,284,2017-05-08,C,False,R32,3,6418,CRO,,LL,59,825,,,20.479124,188.0,5718,FRA,,Q,88.0,592.0,,,26.140999,188.0,7-5 6-4,,2,0,13,9,0,0,True,168829,0,86.0,5,1,61,43,36,11,11,1,1,9,1,65,43,31,12,11,1,3
60,168376,4039,200,2017-03-20,H,False,R128,3,3917,FRA,,,55,855,,,35.15948,190.0,11553,USA,,WC,179.0,315.0,,,19.189596,,6-3 6-2,,2,0,12,5,0,0,True,168376,0,75.0,2,3,54,31,24,13,9,2,3,4,6,53,34,21,7,8,6,10
61,177473,4261,6201,2020-03-06,H,False,RR,3,47141,TPE,,,279,159,,,18.565367,,4659,UKR,,,167.0,307.0,,,34.15195,193.0,3-6 6-1 6-2,,2,1,15,9,0,0,True,177473,0,122.0,4,2,94,57,41,21,12,10,11,3,4,76,35,26,19,12,3,7
62,166436,3991,295,2016-07-11,G,False,QF,3,4570,CYP,4.0,,43,1005,,,31.066393,183.0,4533,ISR,7.0,,65.0,781.0,,,31.268993,175.0,6-2 7-5,,2,0,13,7,0,0,True,166436,0,80.0,2,4,65,34,22,13,10,6,9,0,4,67,39,19,12,10,5,11
63,162111,3891,3,2015-02-16,H,False,R32,3,4789,FRA,7.0,,21,1635,,,28.459959,193.0,644,GER,,Q,138.0,395.0,,,17.826147,198.0,6-1 7-6(12),,2,0,12,7,1,0,True,162111,0,86.0,6,2,54,29,25,12,9,0,2,2,1,69,41,29,10,10,5,10
64,170848,4098,271,2018-02-05,H,True,R32,3,4570,CYP,,,123,474,,,32.63792,183.0,6085,ITA,,LL,185.0,286.0,,,25.141684,185.0,7-6(4) 6-3,,2,0,12,9,1,0,True,170848,0,103.0,11,1,79,40,32,20,10,5,6,5,5,74,32,23,23,11,5,8
65,175036,4200,277,2019-07-22,H,False,R32,3,11787,GBR,,,54,950,,,23.912388,188.0,11415,AUS,7.0,,43.0,1037.0,,,25.253935,183.0,7-6(3) 4-6 6-3,,2,1,16,15,1,0,True,175036,0,147.0,13,9,98,62,45,15,16,6,11,11,4,101,71,45,11,15,7,12
66,175665,4216,289,2019-10-07,H,False,R16,3,26413,ITA,11.0,,13,2221,,,23.485285,196.0,5131,ESP,8.0,,10.0,2575.0,,,31.479809,183.0,7-6(5) 6-4,,2,0,12,10,1,0,True,175665,0,116.0,13,3,70,39,34,14,11,3,5,5,2,78,54,31,14,11,2,5
67,162745,3905,13,2015-04-20,C,False,R16,3,4467,FRA,1.0,,13,2255,,,30.310745,183.0,4385,SRB,,WC,824.0,20.0,,,30.825462,180.0,7-5 6-4,,2,0,13,9,0,0,True,162745,0,118.0,3,1,77,50,33,18,11,4,5,0,0,73,42,27,17,11,2,5
68,170709,4093,2805,2018-02-02,H,False,RR,3,44481,SWE,,,396,100,,,19.38946,183.0,5078,UKR,,,505.0,66.0,,,29.990417,,6-4 6-2,,2,0,12,6,0,0,True,170709,0,100.0,0,5,62,36,26,13,9,2,4,0,1,62,35,18,12,9,6,11
69,168257,4037,290,2017-02-27,C,False,R16,3,5630,ARG,7.0,,54,860,,,26.398357,190.0,34553,NOR,,SE,133.0,437.0,,,18.184805,183.0,7-5 6-3,,2,0,13,8,0,0,True,168257,0,75.0,9,2,58,37,32,13,11,2,2,1,3,63,46,29,9,10,1,3
70,168522,4025,19305,2017-04-07,H,False,QF,3,5550,ITA,,,122,479,,,26.844627,183.0,6153,BEL,,,199.0,275.0,,,23.950718,,6-4 7-6(9),,2,0,12,10,1,0,True,168522,0,80.0,5,2,61,36,33,17,11,1,2,5,3,66,41,34,13,11,0,2
71,163449,3920,28,2015-07-13,G,False,QF,3,3333,CRO,2.0,,24,1450,,,36.36961,208.0,4459,GER,,,80.0,614.0,,,30.592745,196.0,7-6(3) 6-3,,2,0,12,9,1,0,True,163449,0,,23,2,63,43,38,12,11,0,0,5,3,57,40,31,10,10,1,2
72,164989,3957,300,2016-02-08,H,False,F,3,5442,JPN,1.0,,7,4235,,,26.110884,178.0,26006,USA,,WC,145.0,414.0,,,18.28063,193.0,6-4 6-4,,2,0,12,8,0,0,True,164989,0,79.0,1,0,60,38,31,11,10,5,6,9,1,68,39,28,13,10,11,14
73,163725,3927,1,2015-08-03,C,False,R32,3,4887,AUT,,,58,810,,,28.366873,190.0,5147,BRA,,,88.0,554.0,,,27.18412,193.0,7-6(2) 6-4,,2,0,12,10,1,0,True,163725,0,,10,6,78,44,33,18,11,5,7,7,1,63,44,32,9,11,2,5
74,170843,4097,296,2018-02-05,C,False,QF,3,6134,ESP,,Q,107,523,,,24.873375,183.0,11769,CHI,8.0,,95.0,557.0,,,22.321697,,3-6 6-2 7-6(5),,2,1,15,14,1,0,True,170843,0,114.0,4,9,81,52,43,16,14,1,2,14,6,105,69,52,16,15,4,6
75,173263,4155,293,2018-10-29,H,True,R16,3,6044,USA,16.0,,23,1760,,,26.094456,185.0,4291,TUN,,LL,55.0,923.0,,,34.77344,185.0,6-0 6-4,,2,0,12,4,0,0,True,173263,0,55.0,6,2,41,26,23,9,8,0,0,2,6,45,21,13,10,8,3,7
76,173111,4151,275,2018-10-15,H,True,R32,3,4585,CZE,,Q,172,327,,,33.22656,196.0,26413,ITA,,,52.0,932.0,,,22.507872,196.0,6-3 4-6 6-4,,2,1,16,13,0,0,True,173111,0,108.0,7,5,104,66,48,21,15,9,10,17,0,74,49,41,12,14,2,4
77,165863,3979,278,2016-05-09,C,False,R32,3,5442,JPN,6.0,,6,4290,,,26.360027,178.0,4677,SRB,,,24.0,1580.0,,,30.2423,193.0,5-7 6-2 6-3,,2,1,17,12,0,0,True,165863,0,115.0,1,0,76,47,35,21,14,2,3,10,1,89,60,43,12,15,1,5
78,169483,4063,297,2017-07-24,H,False,QF,3,6364,GBR,5.0,,45,933,,,22.540726,188.0,6044,USA,1.0,,19.0,2245.0,,,24.829569,185.0,6-4 6-1,,2,0,12,5,0,0,True,169483,0,88.0,4,0,46,28,23,12,9,0,1,3,2,57,34,21,7,8,5,9
79,177234,4254,296,2020-10-19,H,True,QF,3,50810,ITA,,WC,46,1136,,,19.175907,188.0,4467,FRA,,,58.0,1005.0,,,35.81109,183.0,6-3 0-6 6-4,,2,1,12,13,0,0,True,177234,0,153.0,1,2,101,66,39,17,13,16,21,2,1,79,42,25,17,12,1,5
80,171502,4112,290,2018-04-16,C,False,R16,3,5663,BEL,6.0,,10,3110,,,27.356606,163.0,5131,ESP,11.0,,16.0,2175.0,,,30.004107,183.0,6-4 7-5,,2,0,13,9,0,0,True,171502,0,101.0,2,2,64,36,27,13,11,1,4,1,2,69,41,23,15,11,5,10
81,168096,4032,276,2017-02-20,H,False,R32,3,6401,JPN,,,91,609,,,21.40178,170.0,6279,BEL,,Q,204.0,269.0,,,23.036276,,6-3 6-3,,2,0,12,6,0,0,True,168096,0,68.0,2,4,54,32,27,11,9,5,6,3,3,45,23,16,9,9,1,5
82,174711,4192,280,2019-06-17,G,False,R32,3,5303,POR,,Q,71,750,,,30.214922,185.0,27834,POL,,,53.0,923.0,,,22.343601,196.0,7-6(3) 6-1,,2,0,12,7,1,0,True,174711,0,82.0,4,2,73,45,35,13,10,3,4,8,5,58,39,28,6,9,2,5
83,162436,3899,50,2015-03-12,H,False,R64,3,5231,UKR,,,41,1075,,,26.33265,180.0,5046,COL,29.0,,32.0,1210.0,,,27.279945,188.0,6-1 7-6(4),,2,0,12,7,1,0,True,162436,0,87.0,15,4,67,38,35,14,10,2,2,4,0,70,44,25,15,9,7,9
84,166154,3986,272,2016-06-13,G,False,R32,3,4180,LUX,,,41,1045,,,33.097878,193.0,4865,GBR,,WC,178.0,309.0,,,29.341547,190.0,6-4 6-4,,2,0,12,8,0,0,True,166154,0,63.0,9,0,47,32,28,12,10,0,0,9,1,54,31,23,13,10,1,3
85,176175,4229,297,2020-01-06,H,False,QF,3,4526,SUI,1.0,,15,1955,,,34.77618,183.0,5370,SLO,,,58.0,905.0,,,30.469542,181.0,6-3 6-4,,2,0,12,7,0,0,True,176175,0,83.0,5,0,58,29,27,16,10,2,2,7,1,49,25,22,10,9,2,4
86,171222,4108,290,2018-03-05,H,False,R16,3,4728,RSA,7.0,,9,3080,,,31.7974,203.0,5793,ESP,11.0,,14.0,2315.0,,,26.647501,188.0,4-6 6-3 7-6(6),,2,1,16,15,1,0,True,171222,0,138.0,16,2,86,50,43,27,16,2,3,2,1,94,60,44,23,15,5,6
87,162104,3890,27,2015-02-16,H,False,QF,3,5375,USA,,,56,834,,,25.568789,183.0,5231,UKR,3.0,,24.0,1420.0,,,26.275154,180.0,2-6 6-3 6-4,,2,1,14,13,0,0,True,162104,0,110.0,3,4,92,60,39,17,14,3,6,11,4,95,49,37,21,13,10,13
